Animal ID,Name,Outcome Date,Outcome Time,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A703101,,05/20/15,6:59PM,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Orange Tabby/White
A702884,Jack,05/20/15,7:08PM,Adoption,,Cat,Neutered Male,5 years,Maine Coon,Brown/Black
A702727,Scully,05/20/15,7:21PM,Return to Owner,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Yellow
A610815,Peanut,05/20/15,7:24PM,Return to Owner,,Dog,Spayed Female,15 years,Chihuahua Shorthair Mix,Black/Cream
A702351,Spike,05/20/15,7:51PM,Return to Owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Yellow
A701701,Cooper,05/21/15,12:00AM,Transfer,Partner,Dog,Intact Male,5 months,Miniature Poodle/Cocker Spaniel,Gold
A698839,*Habenero,05/21/15,8:17AM,Died,In Foster,Cat,Intact Male,2 months,Domestic Shorthair Mix,Cream Tabby
A697142,Red Girl,05/21/15,8:22AM,Euthanasia,Rabies Risk,Dog,Spayed Female,1 year,Pit Bull Mix,Yellow Brindle/White
A703097,,05/21/15,8:26AM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown
A703060,,05/21/15,9:00AM,Transfer,SCRP,Cat,Intact Female,3 years,Domestic Medium Hair Mix,Tortie
A703070,Banjo,05/21/15,11:07AM,Return to Owner,,Dog,Intact Male,4 years,Blue Lacy Mix,Blue/White
A702867,Mia,05/21/15,11:24AM,Return to Owner,,Dog,Spayed Female,3 years,Miniature Poodle Mix,White
A702868,Bruno,05/21/15,11:25AM,Return to Owner,,Dog,Neutered Male,5 years,Miniature Poodle Mix,White
A701729,*Wiggles,05/21/15,11:39AM,Adoption,,Dog,Spayed Female,8 months,Chihuahua Shorthair/Cairn Terrier,Tan/White
A702325,Nile,05/21/15,11:48AM,Return to Owner,,Dog,Spayed Female,3 years,German Shepherd Mix,Brown/Black
A686339,Cody,05/21/15,12:17PM,Return to Owner,,Dog,Intact Male,12 years,Boxer Mix,Tan/White
A699827,,05/21/15,12:28PM,Euthanasia,Suffering,Dog,Intact Female,1 month,Shih Tzu,Black/White
A703156,Kahlua,05/21/15,12:39PM,Return to Owner,,Dog,Spayed Female,11 years,Labrador Retriever Mix,Black
A673528,Lulu,05/21/15,1:00PM,Adoption,,Dog,Spayed Female,10 years,Dachshund,Red
A702923,,05/21/15,1:31PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White
A702919,,05/21/15,1:32PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue
A702855,,05/21/15,2:13PM,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black/White
A702856,,05/21/15,2:13PM,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Black/White
A702854,,05/21/15,2:13PM,Transfer,Partner,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/White
A702643,*Buddy,05/21/15,2:42PM,Adoption,,Dog,Neutered Male,4 years,Labrador Retriever Mix,Yellow
A703179,,05/21/15,2:57PM,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A703072,,05/21/15,3:45PM,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
A703074,,05/21/15,3:45PM,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Black
A703073,,05/21/15,3:45PM,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico
A703190,,05/21/15,3:46PM,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A702500,Lucky,05/21/15,4:21PM,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,Brown
A700276,Bowser,05/21/15,4:24PM,Adoption,,Dog,Neutered Male,9 months,Pit Bull Mix,Fawn/White
A702152,,05/21/15,4:33PM,Adoption,Foster,Dog,Spayed Female,1 month,Jack Russell Terrier/Beagle,White/Brown
A453083,Liz,05/21/15,4:43PM,Return to Owner,,Dog,Spayed Female,9 years,Border Collie Mix,Chocolate/White
A703202,Taz,05/21/15,4:46PM,Return to Owner,,Dog,Neutered Male,10 years,Brittany Mix,White/Liver
A702916,,05/21/15,5:00PM,Adoption,,Dog,Spayed Female,2 months,Anatol Shepherd,Tricolor
A702673,Rocko,05/21/15,5:03PM,Adoption,,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Brown Merle
A702783,,05/21/15,5:06PM,Adoption,,Dog,Neutered Male,1 month,Airedale Terrier/Miniature Schnauzer,Brown Brindle
A695368,Mordie,05/21/15,5:23PM,Adoption,,Dog,Neutered Male,1 year,Border Terrier Mix,Tan
A702133,Bo,05/21/15,5:37PM,Return to Owner,,Dog,Neutered Male,5 years,Pit Bull Mix,Blue
A696539,Jasper,05/21/15,5:41PM,Adoption,,Dog,Neutered Male,6 months,Australian Cattle Dog Mix,Tan/White
A702547,,05/21/15,5:42PM,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Brown
A702652,Mitsy Bitsy,05/21/15,5:52PM,Adoption,,Dog,Spayed Female,7 years,Maltese Mix,White
A676071,Jackson,05/21/15,5:58PM,Return to Owner,,Dog,Neutered Male,6 years,Labrador Retriever,Black
A702151,,05/21/15,6:05PM,Adoption,Foster,Dog,Spayed Female,1 month,Jack Russell Terrier/Beagle,Brown/White
A696155,Brurdaoex,05/21/15,6:17PM,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Red
A698836,Nick,05/21/15,6:18PM,Adoption,Foster,Cat,Intact Male,2 months,Siamese Mix,Flame Point
A698837,Nora,05/21/15,6:20PM,Adoption,Foster,Cat,Intact Female,2 months,Siamese Mix,Seal Point
A703214,,05/21/15,6:24PM,Transfer,Partner,Cat,Unknown,0 years,Domestic Shorthair Mix,Brown Tabby
A702731,Hugo,05/21/15,6:26PM,Adoption,,Dog,Intact Male,2 months,Dachshund Wirehair Mix,Tricolor
A695548,Morocco,05/21/15,6:44PM,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Chocolate/White
A694299,Rubble,05/21/15,6:57PM,Adoption,,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Chocolate/Tan
A703205,,05/22/15,9:00AM,Transfer,SCRP,Cat,Unknown,4 years,Domestic Medium Hair Mix,Black/White
A703155,,05/22/15,9:00AM,Transfer,SCRP,Cat,Intact Female,10 months,Domestic Shorthair Mix,Torbie/White
A703166,,05/22/15,9:00AM,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Black/White
A702487,*Dolly,05/22/15,10:09AM,Euthanasia,Suffering,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan
A703199,Quimby,05/22/15,11:10AM,Return to Owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black/White
A702994,Grady,05/22/15,11:22AM,Transfer,Partner,Dog,Intact Male,10 years,Golden Retriever,Gold/White
A703236,Tinkerbell,05/22/15,11:25AM,Euthanasia,Suffering,Dog,Unknown,9 years,Chihuahua Shorthair Mix,Brown/Black
A702744,Bo,05/22/15,11:36AM,Return to Owner,,Dog,Intact Male,4 months,Labrador Retriever Mix,Black
A702745,Abigail,05/22/15,11:45AM,Return to Owner,,Dog,Intact Female,2 years,Labrador Retriever Mix,Black
A703186,Steve,05/22/15,12:05PM,Return to Owner,,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Brown Tabby
A703256,,05/22/15,1:06PM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown
A702671,*Basil,05/22/15,1:12PM,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Tricolor
A703195,Lulu,05/22/15,1:48PM,Return to Owner,,Dog,Spayed Female,4 years,Great Pyrenees Mix,White/Brown
A702674,*Fennel,05/22/15,1:50PM,Adoption,,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Tricolor
A683020,Mimi,05/22/15,2:11PM,Return to Owner,,Dog,Spayed Female,1 year,Pit Bull Mix,White
A702965,*Bonnie,05/22/15,2:17PM,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A702966,*Baxter,05/22/15,2:17PM,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A702967,*Bess,05/22/15,2:18PM,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A702968,*Betsy,05/22/15,2:18PM,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A702969,*Briana,05/22/15,2:19PM,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White
A702970,*Barbie,05/22/15,2:19PM,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Lynx Point
A703241,,05/22/15,2:21PM,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black
A703266,,05/22/15,2:22PM,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A703268,,05/22/15,2:22PM,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Calico
A703267,,05/22/15,2:22PM,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Tortie/White
A703270,,05/22/15,2:23PM,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,White/Brown Tabby
A703269,,05/22/15,2:58PM,Euthanasia,Suffering,Dog,Intact Female,3 months,Beagle Mix,Brown
A702603,Snoopy,05/22/15,3:04PM,Transfer,Partner,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
A697161,Bandit,05/22/15,3:26PM,Adoption,Foster,Dog,Intact Male,3 months,Great Pyrenees Mix,Sable/White
A702460,*Rainbow,05/22/15,3:31PM,Adoption,,Dog,Spayed Female,5 months,Boxer Mix,Brown Brindle/White
A702490,Scarlet,05/22/15,4:08PM,Return to Owner,,Dog,Spayed Female,8 months,Australian Kelpie Mix,Red/Black
A702847,,05/22/15,4:25PM,Adoption,,Dog,Spayed Female,2 years,Miniature Pinscher Mix,Black/Tan
A700630,*Snickers,05/22/15,4:36PM,Adoption,,Dog,Spayed Female,11 months,Australian Cattle Dog/German Shorthair Pointer,Chocolate/White
A699397,Juno,05/22/15,4:49PM,Adoption,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Torbie
A699784,*Andy,05/22/15,5:45PM,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Black
A702823,,05/22/15,5:57PM,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/Tan
A699748,Jasmine,05/22/15,6:01PM,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Fawn/White
A701888,Tiger,05/22/15,6:07PM,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A702784,Jugete,05/22/15,6:08PM,Adoption,,Dog,Neutered Male,5 years,Chihuahua Longhair Mix,Black
A703216,Chispa,05/22/15,6:12PM,Return to Owner,,Dog,Spayed Female,4 months,Miniature Poodle Mix,White/Gray
A702849,Autumn,05/22/15,6:22PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A702853,Emilio,05/22/15,6:24PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A682941,Capitan,05/22/15,6:27PM,Return to Owner,,Dog,Neutered Male,3 years,Boxer Mix,Tan/White
A703285,,05/22/15,6:43PM,Transfer,Partner,Dog,Intact Female,2 months,Collie Smooth Mix,Sable/White
A607459,Plex,05/22/15,6:46PM,Return to Owner,,Dog,Intact Male,4 years,Pit Bull Mix,Blue/White
A696976,Butterfly,05/22/15,6:52PM,Adoption,,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Torbie
A701972,Nata,05/22/15,6:55PM,Return to Owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
A702824,Koby,05/22/15,6:56PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A702324,*Bindi,05/22/15,7:06PM,Adoption,,Dog,Spayed Female,9 months,Black Mouth Cur Mix,Brown/White
A699979,Roxanne,05/22/15,7:15PM,Adoption,,Dog,Spayed Female,5 months,Beagle/German Shepherd,Sable/White
A702812,,05/22/15,7:17PM,Adoption,,Dog,Spayed Female,8 years,Bichon Frise Mix,White
A701885,Jax,05/22/15,7:17PM,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A703298,,05/22/15,8:07PM,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico/Tricolor
A703300,,05/23/15,9:00AM,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Black
A703235,,05/23/15,9:00AM,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby
A703247,,05/23/15,9:00AM,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A703296,Freebie,05/23/15,11:05AM,Return to Owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Brown/White
A703083,,05/23/15,11:08AM,Transfer,Partner,Other,Intact Male,1 year,Guinea Pig,Tricolor/White
A702852,*Zeke,05/23/15,11:16AM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A702233,Oreo,05/23/15,11:59AM,Euthanasia,Suffering,Cat,Intact Male,9 months,Domestic Medium Hair Mix,Black/White
A702190,Napoleon,05/23/15,12:22PM,Adoption,,Dog,Neutered Male,8 months,Boxer Mix,Black/White
A702599,Sawyer,05/23/15,12:36PM,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Yellow/White
A701839,*Pearl,05/23/15,1:09PM,Transfer,Partner,Cat,Intact Female,9 months,Domestic Shorthair Mix,White/Black
A702826,,05/23/15,1:10PM,Transfer,Partner,Cat,Intact Female,3 years,Domestic Shorthair Mix,Cream
A702062,*Oscar,05/23/15,1:10PM,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby
A685916,Georgie,05/23/15,1:14PM,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever/Pointer,White/Brown
A703137,Chakal,05/23/15,1:31PM,Return to Owner,,Dog,Intact Male,9 years,Pit Bull Mix,Red/White
A702760,*Mabel,05/23/15,1:38PM,Adoption,,Dog,Spayed Female,1 year,Border Collie Mix,Black/White
A699112,*Freida,05/23/15,1:53PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A699110,Scout,05/23/15,1:56PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A699111,Biggie Small,05/23/15,1:57PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A700330,*Dougal,05/23/15,2:01PM,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
A699842,Princess,05/23/15,2:03PM,Transfer,Partner,Dog,Spayed Female,3 months,Chihuahua Shorthair Mix,White/Brown
A703114,,05/23/15,2:04PM,Transfer,Partner,Dog,Intact Female,2 months,Cardigan Welsh Corgi/Australian Cattle Dog,Tricolor
A701678,Brownie Jr,05/23/15,2:07PM,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/Black
A702858,,05/23/15,2:08PM,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair/Rat Terrier,Brown/White
A702341,,05/23/15,2:08PM,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Buff
A703251,Stumpy,05/23/15,2:13PM,Return to Owner,,Dog,Neutered Male,10 years,Pug Mix,Tan/White
A671704,Chloe,05/23/15,2:25PM,Return to Owner,,Dog,Spayed Female,3 years,Pit Bull/Boxer,Black/White
A703061,Chance,05/23/15,2:31PM,Return to Owner,,Dog,Neutered Male,5 years,American Bulldog Mix,White/Brown Brindle
A701125,*Emma,05/23/15,2:38PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A672468,Reed,05/23/15,2:41PM,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever/Flat Coat Retriever,Black/Brown
A703260,Tasha,05/23/15,2:59PM,Return to Owner,,Dog,Spayed Female,16 years,Chihuahua Shorthair Mix,White/Black
A692969,Iggy,05/23/15,3:00PM,Adoption,,Dog,Spayed Female,1 year,Plott Hound/Bull Terrier,Brown Brindle/White
A701076,*Wilbur,05/23/15,3:02PM,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black Smoke/White
A698551,Minnie,05/23/15,3:33PM,Return to Owner,,Dog,Spayed Female,7 months,Chihuahua Shorthair Mix,Black/White
A703333,,05/23/15,3:41PM,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A703332,,05/23/15,3:41PM,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Blue/White
A703319,,05/23/15,3:42PM,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue/White
A703326,,05/23/15,3:44PM,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Brown Tabby/White
A703343,,05/23/15,3:45PM,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Black
A703344,,05/23/15,3:45PM,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Black
A702239,*Ivy,05/23/15,3:46PM,Adoption,,Dog,Spayed Female,8 months,Blue Lacy/Australian Kelpie,Blue
A703345,,05/23/15,3:46PM,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Gray
A702189,Kylie,05/23/15,4:00PM,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A700620,Han,05/23/15,4:08PM,Adoption,,Dog,Neutered Male,2 years,Catahoula Mix,Black/White
A702793,,05/23/15,4:14PM,Transfer,Partner,Dog,Intact Female,1 year,Pit Bull Mix,White/Blue
A702917,,05/23/15,4:22PM,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tricolor
A703357,,05/23/15,5:00PM,Transfer,Partner,Cat,Unknown,5 days,Domestic Shorthair Mix,White
A703358,,05/23/15,5:00PM,Transfer,Partner,Cat,Unknown,5 days,Domestic Shorthair Mix,Orange Tabby/White
A703327,Cucko,05/23/15,5:01PM,Return to Owner,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Tricolor
A703261,Oreo,05/23/15,5:07PM,Return to Owner,,Dog,Intact Male,8 years,Boston Terrier Mix,Black Brindle/White
A703113,,05/23/15,5:14PM,Adoption,,Dog,Spayed Female,2 months,Cardigan Welsh Corgi/Australian Cattle Dog,Tricolor
A702253,,05/23/15,5:15PM,Adoption,,Dog,Neutered Male,2 years,Queensland Heeler Mix,Brown
A702676,*Sage,05/23/15,5:19PM,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Tricolor
A702281,Charlie,05/23/15,5:26PM,Return to Owner,,Dog,Neutered Male,7 years,Cairn Terrier Mix,Tan
A701201,*Rangel,05/23/15,5:32PM,Transfer,Partner,Dog,Neutered Male,1 year,Rottweiler/German Shepherd,Black/Tan
A702850,*Calvin Jr.,05/23/15,5:52PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A703112,,05/23/15,5:57PM,Adoption,,Dog,Neutered Male,2 months,Cardigan Welsh Corgi/Australian Cattle Dog,Red/White
A701078,*Orville,05/23/15,5:59PM,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Silver Tabby/White
A703111,Kurt,05/23/15,6:01PM,Adoption,,Dog,Neutered Male,2 months,Cardigan Welsh Corgi/Australian Cattle Dog,Red/White
A702949,,05/23/15,6:13PM,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Chocolate
A702947,,05/23/15,6:13PM,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black
A702621,*Stella,05/23/15,6:18PM,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Gray
A703341,Tiny,05/23/15,6:28PM,Adoption,,Dog,Neutered Male,2 years,Yorkshire Terrier Mix,Red/Black
A699764,*Penny,05/23/15,6:30PM,Adoption,Foster,Dog,Spayed Female,2 years,Shih Tzu,Brown/White
A702622,*Charlie,05/23/15,6:37PM,Adoption,,Dog,Neutered Male,3 years,German Shepherd Mix,Red/Black
A698475,*Gigi,05/23/15,6:50PM,Adoption,,Dog,Spayed Female,5 years,American Staffordshire Terrier Mix,Brown/White
A701443,Rocky,05/23/15,7:04PM,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White
A703340,Axel,05/23/15,7:15PM,Adoption,,Dog,Neutered Male,2 years,Yorkshire Terrier Mix,Brown/Black
A703242,,05/24/15,10:57AM,Euthanasia,Rabies Risk,Other,Unknown,6 months,Bat,Black
A648065,Kerubin,05/24/15,10:58AM,Euthanasia,Rabies Risk,Dog,Neutered Male,3 years,Basset Hound Mix,White/Brown
A703262,,05/24/15,10:59AM,Euthanasia,Rabies Risk,Other,Unknown,2 years,Skunk Mix,Black/White
A701541,*Hibiscus,05/24/15,11:19AM,Adoption,,Dog,Spayed Female,2 years,Australian Cattle Dog/Australian Shepherd,White/Brown
A701913,Chanel,05/24/15,11:22AM,Return to Owner,,Dog,Spayed Female,10 months,American Staffordshire Terrier Mix,Fawn/White
A690642,Molly,05/24/15,11:24AM,Transfer,Partner,Dog,Intact Female,11 months,Bull Terrier Mix,White/Brown Brindle
A702672,*Cinnamon,05/24/15,11:27AM,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Tricolor
A618657,Rodney,05/24/15,11:31AM,Return to Owner,,Dog,Neutered Male,7 years,Pit Bull Mix,Tan/White
A703445,,05/24/15,12:00PM,Transfer,Partner,Bird,Unknown,2 months,Dove Mix,Gray
A702743,Jackson,05/24/15,12:05PM,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A703238,,05/24/15,12:24PM,Transfer,Partner,Dog,Neutered Male,9 years,Labrador Retriever Mix,Yellow
A703237,,05/24/15,12:24PM,Transfer,Partner,Dog,Neutered Male,2 years,Cairn Terrier Mix,White/Tan
A702543,*Lacey,05/24/15,12:54PM,Adoption,,Dog,Spayed Female,2 years,Chihuahua Longhair Mix,Tricolor
A702675,*Rosemary,05/24/15,1:05PM,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Tricolor
A701861,Mumu,05/24/15,1:26PM,Adoption,,Dog,Spayed Female,1 year,Rat Terrier Mix,Tricolor
A703406,,05/24/15,1:36PM,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Torbie/White
A703380,,05/24/15,1:37PM,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,White/Black
A703404,,05/24/15,1:43PM,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black
A703405,,05/24/15,1:43PM,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White
A702378,,05/24/15,1:49PM,Adoption,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Black
A702186,*Silky Coco,05/24/15,2:17PM,Adoption,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Tricolor
A702006,,05/24/15,2:35PM,Euthanasia,Aggressive,Dog,Spayed Female,5 years,Pit Bull Mix,White/Red
A694611,Roscoe,05/24/15,2:47PM,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull Mix,White/Blue
A702055,Dakota,05/24/15,3:11PM,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever/Australian Cattle Dog,White/Brown
A695844,*Dalton,05/24/15,4:41PM,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
A702326,Penelope,05/24/15,5:01PM,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A703116,Wesley,05/24/15,5:20PM,Adoption,,Dog,Neutered Male,2 years,Jack Russell Terrier/Basset Hound,White/Orange
A700693,*Misty,05/24/15,5:23PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby
A702356,,05/24/15,5:25PM,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Blue Tabby
A702114,Umami,05/24/15,5:27PM,Euthanasia,Suffering,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A702921,Agatha,05/24/15,5:30PM,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A702550,Willow,05/24/15,5:31PM,Adoption,,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Tan
A703109,Waffles,05/24/15,5:36PM,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Orange Tabby
A702851,*Norma,05/24/15,5:39PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Orange Tabby
A702393,*Roxy,05/24/15,5:55PM,Adoption,,Dog,Spayed Female,6 months,Queensland Heeler Mix,Blue Tick
A641520,Toby,05/24/15,5:58PM,Adoption,,Dog,Neutered Male,3 years,Whippet Mix,Fawn
A703203,Chloe,05/24/15,5:59PM,Return to Owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Brown
A702914,*Beulah,05/24/15,6:04PM,Adoption,,Dog,Spayed Female,2 months,Anatol Shepherd,Tan/Black
A703427,,05/24/15,6:07PM,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown/Red
A703310,Bruce,05/24/15,6:12PM,Return to Owner,,Dog,Neutered Male,2 years,Cairn Terrier Mix,Black/Gray
A702047,Theo,05/24/15,6:15PM,Adoption,,Cat,Neutered Male,5 years,Domestic Longhair Mix,Black
A703365,Gorgeous,05/24/15,6:27PM,Return to Owner,,Dog,Spayed Female,6 years,German Shepherd Mix,Black/Brown
A700437,Meri,05/24/15,6:51PM,Adoption,,Dog,Spayed Female,7 years,German Shepherd Mix,Black/Brown
A702845,,05/24/15,6:52PM,Adoption,,Dog,Neutered Male,3 months,Bernese Mountain Dog Mix,Black/Tan
A701755,Finn,05/24/15,6:53PM,Adoption,,Dog,Neutered Male,2 months,Miniature Pinscher/Chihuahua Shorthair,Tricolor
A703115,,05/24/15,6:57PM,Adoption,,Dog,Spayed Female,2 months,Cardigan Welsh Corgi/Australian Cattle Dog,Red/Black
A702915,*Bertram,05/24/15,6:58PM,Adoption,,Dog,Neutered Male,2 months,Anatol Shepherd,Red/White
