Animal ID,Name,Intake Date,Intake Time,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A701891,,05/05/15,6:30PM,Ingram Dr in Travis (TX),Stray,Normal,Other,Unknown,1 year,Rabbit Sh Mix,Blue
A701844,*Baxter,05/05/15,6:51PM,Elm Creek And Blue Meadow in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Plott Hound/Labrador Retriever,Brown Brindle
A636269,J.J.,05/05/15,6:57PM,9500 Dessau Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Beagle/Rat Terrier,Tan/White
A701893,Katy,05/05/15,7:27PM,4908 E Yager Ln in Travis (TX),Stray,Normal,Dog,Intact Female,5 months,Labrador Retriever Mix,White/Brown
A701894,,05/05/15,8:51PM,2425 E Riverside Dr in Austin (TX),Wildlife,Normal,Other,Unknown,5 months,Bat,Brown
A529310,Angel,05/06/15,7:04AM,903 W Village Ln in Austin (TX),Stray,Normal,Dog,Intact Female,8 years,Vizsla,Red
A701897,Buddy,05/06/15,7:37AM,Mckinney Falls/Burleson in Travis (TX),Stray,Normal,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Red/Brown
A701898,Anita,05/06/15,7:37AM,Mckinney Falls/Burleson in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan/Black
A701902,Roscoe,05/06/15,9:02AM,8200 Landsman in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Brown Brindle/White
A701901,Sasha,05/06/15,9:02AM,8200 Landsman in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,Blue
A701908,,05/06/15,11:00AM,15104 Pocmont Trail in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White
A701904,,05/06/15,11:05AM,3308 Thompson St in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
A701905,,05/06/15,11:05AM,3308 Thompson St in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby
A701907,,05/06/15,11:05AM,3308 Thompson St in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby
A693416,Natalia,05/06/15,11:11AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Pit Bull Mix,Chocolate/White
A701913,Chanel,05/06/15,11:17AM,12138 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,American Staffordshire Terrier Mix,Fawn/White
A701910,Maia,05/06/15,11:17AM,12138 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,American Staffordshire Terrier Mix,Blue/White
A695728,,05/06/15,11:27AM,1030 Norwood Park Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Anatol Shepherd/Mastiff,Tan/White
A701912,Skinner,05/06/15,11:36AM,3200 Jones Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Miniature Schnauzer Mix,Black/Silver
A701321,Big Foot,05/06/15,11:42AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Black/White
A701914,,05/06/15,11:53AM,7920 San Felipe Blvd in Austin (TX),Stray,Injured,Cat,Neutered Male,4 years,Domestic Medium Hair Mix,Black/White
A701917,Zena,05/06/15,11:59AM,4005 B Banister Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Australian Shepherd Mix,Black/Tan
A668598,Sprinkles,05/06/15,11:59AM,4005 B Banister Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Rottweiler Mix,Black/White
A701916,*Walter,05/06/15,12:05PM,12400 Tx-71 in Bee Cave (TX),Stray,Normal,Dog,Intact Male,4 years,Jack Russell Terrier Mix,White/Tan
A701920,,05/06/15,12:20PM,9207 Quial Wood Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,White/Black
A701922,,05/06/15,12:30PM,S Pleasant Valley Rd & E Stassney Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Bruss Griffon Mix,Tan
A701928,,05/06/15,12:35PM,12705 Encino Dr in Travis (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Lynx Point
A701927,,05/06/15,12:35PM,12705 Encino Dr in Travis (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A701925,,05/06/15,12:35PM,12705 Encino Dr in Travis (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
A701926,,05/06/15,12:35PM,12705 Encino Dr in Travis (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A701932,Ashley,05/06/15,1:07PM,Mckinney Falls Pkwy And Dee Gabriel Collins Rd in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Labrador Retriever/German Shepherd,Black
A701930,*Lola,05/06/15,1:14PM,12808 Old San Antonio Rd in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Yellow
A698846,*Robin,05/06/15,1:24PM,7015 St Johns Cr in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Australian Cattle Dog Mix,Red/White
A701931,Bruno,05/06/15,1:27PM,2500 E Stassney Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Cardigan Welsh Corgi Mix,Tricolor
A701933,*Anderson,05/06/15,1:32PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky Mix,White/Silver
A701936,,05/06/15,1:48PM,Rutherford B Hayes St And James Garfield St in Manor (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black
A701934,,05/06/15,1:48PM,Rutherford B Hayes St And James Garfield St in Manor (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A701935,,05/06/15,1:48PM,Rutherford B Hayes St And James Garfield St in Manor (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby
A701937,*Azul,05/06/15,2:12PM,E Ben White Blvd And E Riverside Dr in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Pit Bull Mix,Blue/White
A701948,*Samantha,05/06/15,2:36PM,Bitter Creek Dr And Elm Creek Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A702057,,05/08/15,3:26PM,810 E Slaughter Ln in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown
A701949,*Darren,05/06/15,2:36PM,Bitter Creek Dr And Elm Creek Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White
A701941,Bootsy,05/06/15,3:48PM,Brettonwoods Ln & Rutherford in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Queensland Heeler Mix,Red
A701944,Spike,05/06/15,3:48PM,Nuckols Crossing Rd And Teri Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Manchester Terrier Mix,Black/Tan
A701940,Sandy,05/06/15,3:58PM,4834 N Ih 35 in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Brown
A586049,Champ,05/06/15,4:20PM,13601 Caldwell Dr in Austin (TX),Stray,Injured,Dog,Neutered Male,4 years,Labrador Retriever Mix,Brown/White
A701950,Concho,05/06/15,4:35PM,19313 Stokes Ln in Travis (TX),Stray,Injured,Dog,Spayed Female,4 years,Dachshund/Bull Terrier,Black/White
A701957,Sugar,05/06/15,4:43PM,Austin (TX),Owner Surrender,Injured,Dog,Spayed Female,2 years,Pit Bull Mix,White
A686072,Snoopy,05/06/15,6:11PM,2117 Surrender Ave in Pflugerville (TX),Stray,Normal,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/White
A701955,,05/06/15,6:26PM,1800 E Stassney Ln in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Cocker Spaniel Mix,Buff/White
A633660,Murica,05/06/15,6:40PM,E Cesar Chavez And Comal in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Black/White
A701956,*Davis,05/06/15,6:46PM,7404 Mcneil Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Brown Tabby
A701958,*Layla,05/06/15,6:57PM,8001 S Ih 35 Frontage Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Standard Schnauzer Mix,Black
A701903,Mambo,05/06/15,7:07PM,Travis (TX),Public Assist,Normal,Dog,Intact Male,7 years,Labrador Retriever Mix,Black
A701961,,05/06/15,7:16PM,1212 Westheimer Dr in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Black/White
A697660,Buddy,05/06/15,8:25PM,10013 Rocking Horse Rd in Austin (TX),Public Assist,Normal,Dog,Neutered Male,7 years,Staffordshire/Bull Terrier,White/Black
A685181,Travis,05/06/15,10:45PM,East Austin in Austin (TX),Stray,Normal,Dog,Neutered Male,12 years,Chihuahua Shorthair Mix,Tricolor
A701965,,05/07/15,7:23AM,Gladeview / Lansing Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black/White
A701971,Mozart,05/07/15,10:45AM,Wells Branch And Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A699262,Estrella,05/07/15,10:56AM,4509 E St Elmo in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Staffordshire Mix,White/Black
A701973,Mayer,05/07/15,11:03AM,Ih 35 And Hwy 183 in Austin (TX),Stray,Normal,Dog,Intact Male,6 years,Dachshund Mix,Red
A701974,Lugh,05/07/15,11:09AM,Pleasant Valley Dr And Thornwood Dr in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,American Staffordshire Terrier Mix,White/Blue
A701976,Sapphire,05/07/15,11:13AM,815 W Slaughter Ln in Austin (TX),Stray,Normal,Cat,Spayed Female,3 years,Domestic Longhair Mix,Brown Tabby/White
A701978,,05/07/15,11:19AM,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,2 months,German Shepherd Mix,Black/Tan
A701977,,05/07/15,11:19AM,Austin (TX),Owner Surrender,Sick,Dog,Unknown,2 months,German Shepherd Mix,Tan/Black
A701975,,05/07/15,11:33AM,8509 Ruddington Dr in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon Mix,Black/White
A701979,Sara,05/07/15,11:45AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,10 years,Labrador Retriever Mix,Tan
A698941,Morgan,05/07/15,12:01PM,2104 E. Anderson Ln in Austin (TX),Stray,Normal,Cat,Neutered Male,4 months,Siamese Mix,Lynx Point
A701980,*Ettie,05/07/15,12:02PM,911 Battle Bend Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A701981,,05/07/15,12:02PM,911 Battle Bend Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Brown Tabby/White
A701982,,05/07/15,12:02PM,911 Battle Bend Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Brown Tabby
A701988,,05/07/15,12:09PM,309 W Eggleston St in Manor (TX),Stray,Normal,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Black
A701985,,05/07/15,12:09PM,309 W Eggleston St in Manor (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Medium Hair Mix,Brown Tabby/White
A701987,,05/07/15,12:09PM,309 W Eggleston St in Manor (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Longhair Mix,Brown Tabby/White
A701989,,05/07/15,12:09PM,309 W Eggleston St in Manor (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Black/White
A701984,,05/07/15,12:09PM,309 W Eggleston St in Manor (TX),Stray,Normal,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Brown Tabby
A701991,Ursa,05/07/15,12:58PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 years,Pit Bull Mix,Chocolate/White
A701992,Tau,05/07/15,12:58PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 years,Pit Bull Mix,Tan
A701990,Bella,05/07/15,1:00PM,Vara Dr And Springdale Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,White/Brown
A701993,Nugget,05/07/15,1:16PM,El Paso St And Stacy Ln in Austin (TX),Stray,Normal,Other,Neutered Male,1 year,Ferret Mix,Black/White
A701994,Maggie,05/07/15,1:17PM,1418 E Anderson Ln in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull/Pointer,White/Blue
A701899,Buddy,05/07/15,1:34PM,9901 Ledgestone in Travis (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull/Catahoula,Brown Merle/White
A701997,*Dale,05/07/15,1:57PM,5305 Delores in Austin (TX),Stray,Aged,Dog,Neutered Male,6 years,Siberian Husky,Cream/Red
A701995,Blue,05/07/15,2:00PM,2529 Winsted in Austin (TX),Public Assist,Normal,Dog,Spayed Female,8 years,Labrador Retriever/German Shepherd,Buff/White
A701998,Danger,05/07/15,2:00PM,2529 Winsted in Austin (TX),Public Assist,Normal,Cat,Neutered Male,12 years,Domestic Shorthair Mix,White/Brown Tabby
A476054,*Tula,05/07/15,2:00PM,2529 Winsted in Austin (TX),Public Assist,Normal,Dog,Spayed Female,6 years,Labrador Retriever Mix,Black/White
A701996,,05/07/15,2:04PM,11008 N Lamar Blvd #A in Austin (TX),Stray,Nursing,Cat,Unknown,1 week,Domestic Medium Hair Mix,Black Tabby
A701999,Luna,05/07/15,2:18PM,400 Cooper Dr in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Yorkshire Terrier/Miniature Poodle,Tan/Silver
A702004,Diamond,05/07/15,2:25PM,Fairway And Blue Bell in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Tricolor
A702000,Trina,05/07/15,2:25PM,Fairway And Blue Bell in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Pit Bull Mix,White/Blue
A702001,Ace,05/07/15,2:25PM,Fairway And Blue Bell in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Blue/White
A702002,Diamond,05/07/15,2:47PM,11931 Sunhillow in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,White
A702003,Willie,05/07/15,2:47PM,11931 Sunhillow in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Miniature Schnauzer,Black
A695940,Max,05/07/15,2:49PM,1611 Mearns Meadow in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Sable
A702005,,05/07/15,3:15PM,11700 Us Hwy 183 S in Travis (TX),Stray,Nursing,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby
A692969,Iggy,05/07/15,4:03PM,N Lamar And Parkfield in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Plott Hound/Bull Terrier,Brown Brindle/White
A702007,*Banjo,05/07/15,4:26PM,Manor And E Dean Keaton in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Pug/Beagle,Tan
A702011,*Athena,05/07/15,4:31PM,8903 Pointer Ln in Austin (TX),Stray,Nursing,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie
A702010,*Hera,05/07/15,4:31PM,8903 Pointer Ln in Austin (TX),Stray,Nursing,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie
A702009,*Hermes,05/07/15,4:31PM,8903 Pointer Ln in Austin (TX),Stray,Nursing,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A702006,,05/07/15,4:34PM,11612 Doyle Overton in Travis (TX),Stray,Normal,Dog,Spayed Female,5 years,Pit Bull Mix,White/Red
A701972,Nata,05/07/15,4:49PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Brown/White
A702013,,05/07/15,4:57PM,10706 Windy in Austin (TX),Stray,Sick,Dog,Intact Female,7 months,Rat Terrier Mix,Tricolor
A702014,Diamond,05/07/15,5:04PM,Ledesma And Springdale in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Blue Lacy Mix,Blue/White
A702015,,05/07/15,5:31PM,Springdale Rd And Old Manor Rd in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Pit Bull Mix,Tricolor
A702017,Ire,05/07/15,6:08PM,21St And Speedway in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Labrador Retriever/Doberman Pinsch,Chocolate
A702024,,05/08/15,7:15AM,Lago Vista in Travis (TX),Stray,Nursing,Cat,Intact Female,1 weeks,Domestic Medium Hair Mix,White/Black Tabby
A702022,,05/08/15,7:15AM,Lago Vista in Travis (TX),Stray,Feral,Cat,Intact Male,1 year,Domestic Shorthair Mix,Cream Tabby/White
A702023,*Jasmine,05/08/15,7:15AM,Lago Vista in Travis (TX),Stray,Feral,Cat,Intact Female,1 year,Domestic Longhair Mix,Calico
A702026,*Opie,05/08/15,7:15AM,Lago Vista in Travis (TX),Stray,Normal,Cat,Intact Male,1 weeks,Domestic Medium Hair Mix,Orange Tabby/White
A702025,*Buster,05/08/15,7:15AM,Lago Vista in Travis (TX),Stray,Normal,Cat,Intact Male,1 weeks,Domestic Medium Hair Mix,Black/White
A702027,Wilfred,05/08/15,7:43AM,4434 Frontier Trl in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Boxer Mix,Fawn/White
A702028,,05/08/15,7:43AM,1205 Begonia in Austin (TX),Stray,Nursing,Cat,Unknown,1 weeks,Domestic Longhair Mix,Black Tabby/White
A702029,Gogo,05/08/15,9:13AM,400 South Lamar Street in Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Black/Tan
A702032,*Stanley,05/08/15,9:45AM,8400 Jamestown in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A702033,*Hazel,05/08/15,9:54AM,Rundberg And Parkfeild in Austin (TX),Stray,Injured,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,White/Brown
A702034,*Rowdy,05/08/15,9:58AM,3500 Dime Cir in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Dachshund/Chihuahua Shorthair,Red
A702031,*Brimmer,05/08/15,10:03AM,5400 Cameron Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,English Setter Mix,White/Brown
A702036,,05/08/15,11:02AM,6214 Fm 973 South in Del Valle (TX),Stray,Normal,Bird,Intact Male,1 year,Bunting,Tricolor
A702037,,05/08/15,11:19AM,1902 Nueces in Austin (TX),Stray,Normal,Cat,Unknown,2 months,Domestic Medium Hair Mix,Black/White
A702052,,05/08/15,11:19AM,1902 Nueces in Austin (TX),Stray,Normal,Cat,Unknown,2 months,Domestic Medium Hair Mix,Black/White
A702038,Cooper,05/08/15,11:33AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Australian Shepherd Mix,Black/Brown
A702041,*Marco,05/08/15,11:50AM,5017 W Hwy 290 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair/Beagle,Tan/White
A702040,Simon,05/08/15,11:54AM,12001 Metric Blvd Building 9 in Austin (TX),Stray,Injured,Cat,Neutered Male,2 years,Siamese Mix,Seal Point
A702042,*Rocky,05/08/15,12:19PM,1400 Tillery Street in Austin (TX),Stray,Normal,Other,Unknown,1 year,Rabbit Sh Mix,Black/White
A702043,Cookie,05/08/15,12:24PM,515 Vargas Rd in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Australian Shepherd/Chihuahua Shorthair,Brown Merle
A702044,Scruffy,05/08/15,12:36PM,1308 Hyman Lane in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Irish Terrier Mix,Brown
A702045,,05/08/15,12:45PM,2000 E 7Th St in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Border Collie/Labrador Retriever,Black/White
A702049,,05/08/15,12:49PM,Outside Jurisdiction,Stray,Normal,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Blue Tabby
A702050,,05/08/15,12:49PM,Outside Jurisdiction,Stray,Normal,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Blue Tabby
A702047,Theo,05/08/15,1:28PM,1300 Parker Lane in Austin (TX),Stray,Normal,Cat,Neutered Male,5 years,Domestic Longhair Mix,Black
A702051,,05/08/15,1:58PM,Montopolis Dr & Felix Ave in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Brown
A702053,Diesel,05/08/15,2:27PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4 years,Domestic Longhair Mix,Black/White
A701192,,05/08/15,3:06PM,6222 Hillston Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Torbie
A702055,Dakota,05/08/15,3:18PM,814 Sheraton Ave in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever/Australian Cattle Dog,White/Brown
A702056,Monty,05/08/15,3:20PM,Turnstone And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Border Collie Mix,Black/White
A702061,,05/08/15,3:26PM,1400 S Congress Ave in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown
A702058,,05/08/15,3:28PM,16901 Faguerquis Rd in Del Valle (TX),Stray,Normal,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black
A702060,,05/08/15,3:28PM,16901 Faguerquis Rd in Del Valle (TX),Stray,Normal,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby
A702059,,05/08/15,3:28PM,16901 Faguerquis Rd in Del Valle (TX),Stray,Normal,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black
A702062,*Oscar,05/08/15,4:09PM,Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby
A702064,,05/08/15,4:11PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Boxer/Pit Bull,Brown/White
A702063,Chiqui,05/08/15,4:11PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 years,Boxer Mix,Chocolate
A544831,Ladybird,05/08/15,4:45PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,6 years,Border Collie Mix,Black/White
A702068,*Milo,05/08/15,5:45PM,6707 Gold Moss Cv in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White
A701517,Leroy,05/08/15,5:47PM,10705 Lambert Cir in Austin (TX),Stray,Normal,Dog,Neutered Male,6 months,Labrador Retriever Mix,Yellow
A475812,Francis,05/08/15,5:49PM,Us-183 & Loyola Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Chihuahua Shorthair,Yellow
A702069,George,05/08/15,5:52PM,14495 Robert I Walker Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,White
A702070,,05/08/15,5:56PM,2101 Frate Braker Road in Austin (TX),Stray,Normal,Cat,Unknown,1 week,Domestic Shorthair Mix,Blue
A355519,Faith,05/08/15,6:34PM,Far West Blvd And Hart Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,12 years,Greyhound,Tan/White
A702074,Annie,05/08/15,6:54PM,Emma Browning And Burleson Rd in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Border Collie Mix,Black/White
A702076,Baxter,05/08/15,8:55PM,7622 N 35 in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Australian Cattle Dog,Brown
A702075,Rocky,05/08/15,8:55PM,7622 N 35 in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Rottweiler/Rhod Ridgeback,Brown/White
A562221,Silver,05/09/15,12:47AM,10706 Plains Trl in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Pit Bull Mix,Fawn/White
A697141,Peaches,05/09/15,12:47AM,10706 Plains Trl in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,English Bulldog Mix,White
A702078,Mad Max,05/09/15,12:47AM,10706 Plains Trl in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Pit Bull Mix,Brown/White
A702079,,05/09/15,4:18AM,10505 Brownie Dr in Austin (TX),Stray,Injured,Dog,Intact Male,7 years,Carolina Dog Mix,Red
A702080,*Violet,05/09/15,8:03AM,401 Masterson Pass in Austin (TX),Stray,Sick,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A702083,Cudi,05/09/15,9:02AM,E Riverside & Faro in Austin (TX),Stray,Normal,Dog,Intact Male,6 years,Pug Mix,Brown
A702085,Donut,05/09/15,10:07AM,1700 Barton Hills in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Cairn Terrier Mix,Tan/Tan
A702086,Cane,05/09/15,10:45AM,5434 Walknut Grove Drive in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Chinese Sharpei/American Bulldog,White
A702088,,05/09/15,10:54AM,8024 Cobblestone in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Raccoon,Gray/Black
A702091,*Fiona,05/09/15,10:55AM,1116 1/2 Gunter St in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Cream Tabby
A702092,*Patrick,05/09/15,10:55AM,1116 1/2 Gunter St in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Cream Tabby
A702090,*Leah,05/09/15,10:55AM,1116 1/2 Gunter St in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby
